Hanzi	Keyword	Traditional	Strokes	Number	Lesson	Pinyin	Notes	Frequency	No Frequent	Pinyin2	Meaning						
卫	Defend		3	1114	36	wèi	In order to defend your officially registered chop (i.e. seal) from thieves, you carefully hide it underneath the floor of your home	0,030184386	669	wei4	to guard/to protect/to defend/(surname)						
令	Orders		5	1115	36	{lìng,líng,lǐng}	You recieve your orders, signed with the commanders chop, after meeting with an official messenger. The seal looks genuine, so you know that the orders must be followed.	0,059208073	378	ling4	make or cause to be/order/command/decree/honorable						
冷	Cold		7	1116	36	lěng	To keep your drink cold, just order some more ice	0,027627333	700	leng3	cold						
零	Zero		13	1117	36	{líng,lián}	The number of people who can order the rain around: zero!	0,009134177	1342	ling2	remnant/zero						
领	Collar		11	1118	36	lǐng	If you don't follow your orders, it will be off with your head.. and that will damage the collar of your newly-bought clothes, so you better avoid it!	0,067695235	329	ling3	neck/collar/to lead/to receive						
通	Communicate		11	1119	36	{tōng,tòng}	In feudal Europe, lords communicated using two components: sealing wax (for the seas on their letters) and (Roman) roads, which the messengers could scamper down.	0,108031865	190	tong1	go through/know well/to connect/to communicate/open						
勇	Courageous		9	1120	36	yǒng	Sometimes, delivering the letters sealed with sealing wax safely took great courage. After all, messengers were prime targets for bandits and the spys of other lords. The result is that messengers not only had to be courageous but also take some muscle along with them.	0,011275735	1206	yong3	brave						
仓	Storehouse		4	1121	36	cāng	Ancient storehouses recorded who owned the things in them with clay statuettes. Those whose statuettes matched the clay mould that formed them could claim the goods. In this case, the goods being stored are umbrellas, and we are checking if the fingerprint of those umbrellas matches that of the mould...	0,004276397	1882	cang1	barn/granary/storehouse/cabin/hold (in ship)						
枪	Gun		8	1122	36	{qiāng,chēng}	These particularly stupid criminals are using guns to hold up a lumberyard (tree storehouse) rather than the bank next door.	0,019931886	874	qiang1	gun/firearm/rifle/spear, rifle/spear						
创	Initiate		6	1123	36	{chuàng,chuāng}	This saber-wielding supervillan initiates the self-destruct sequence in the nuclear weapon storehouse of his hidden underground base.	0,032638082	635	chuang1/chuang4	a wound/cut/injury/trauma, begin/initiate/inaugurate/start/create						
犯	Criminal		5	1124	36	fàn	Criminals can often by caught by the use of packs of wild dogs and fingerprint information. Alternatively, this is the pack of wild dogs in prison from earlier - now they have escaped, and were commiting more crimes, until they were caught when their finger (paw?) prints were found all over the scene.	0,024339546	767	fan4	to violate/to offend						
危	Danger		6	1125	36	{wēi,wéi}	You've fallen off the side of a cliff, and are now bound to it by just your fingerprints. This is a very dangerous situation indeed!	0,021746319	826	wei1	danger/to endanger						
脆	Fragile		10	1126	36	cuì	"A pair of aliens are laughing: ""Human flesh is so fragile - the slightest danger can kill them!"""	0,003791136	1976	cui4	crisp/brittle/clear and loud voice						
印	Print		6	1127	36	yìn	In olden days, you had to print your letter, then staple and stamp it to get it delivered. Now, you can just send it electronically and omit both stapling and stamping!	0,032133183	640	yin4	stamp/seal/mark/print/India (abbrev.)						
卸	unload	卸		2426	36	Xiè			2479	xie4	unload/take off						
御	withstand	禦		2427	36	Yù			1381	yu4	defend/imperial/to drive, defend/resist						
卵	nest eggs	卵		2428	36	Luǎn			2008	luan3	ovum						
孵	hatch	孵		2429	36	Fū			3256	fu1	hatch						
乳	breast	乳		2430	36	Rǔ			1831	ru3	breast/milk						
浮	float	浮		2431	36	Fú			1462	fu2	to float						
俘	captive	俘		2432	36	Fú			2057	fu2	prisoner of war						
榴	pomegranate	榴		2433	36	Liú			2644	liu2	pomegranate						
爷	grandfather	爺		2434	36	Yé			1007	ye2	grandpa/etc./old gentleman						
疑	doubt	疑		2435	36	Yí			698	yi2	to doubt/to misbelieve/to suspect						
凝	congeal	凝		2436	36	Níng			1631	ning2	congeal/concentrate attention						
玲	exquisite	玲		2437	36	Líng			1855	ling2	(used in compounds)/tinkling of gem-pendants						
铃	small bell	鈴		2438	36	Líng			1969	ling2	(small) bell						
岭	mountain range	嶺		2440	36	Lǐng			2214	ling3	mountain range						
伶	actor	伶		2441	36	Líng			2906	ling2	clever						
涌	gush	湧		2442	36	Yǒng			1642	yong3	bubble up/rush forth						
桶	bucket	桶		2443	36	Tǒng			2411	tong3	pail/bucket/bin/barrel						
诵	read aloud	誦		2444	36	Sòng			2557	song4	read aloud						
范	model	範		2445	36	Fàn			705	fan4	pattern/model/example/(surname)						
扼	clutch	扼		2446	36	è			2931	e4	hold (strategic position)						
卷	exam paper	卷		2447	36	Juàn			1016	juan3/juan4	to roll (up)/to sweep up/to carry on, coil/to roll, chapter/examination paper						
倦	worn out	倦		2448	36	Juàn			2329	juan4	tired						
圈	circle	圈		2449	36	Quān			1366	juan1/juan4/quan1	to confine/enclose, pen (pig)/a fold, circle/ring/loop						
怨	resentment	怨		2450	36	Yuàn			1637	yuan4	blame/complain						
宛	winding	宛		2451	36	Wǎn			2528	wan3	(surname)/similar/winding						
腕	wrist	腕		2452	36	Wàn			2581	wan4	wrist						
婉	tactful	婉		2453	36	Wǎn			2798	wan3	graceful/tactful						
碗	bowl	碗		2454	36	Wǎn			1939	wan3	bowl/cup						
苍	ash-colored	蒼		2455	36	Cāng			1728	cang1	dark blue/fly/musca/deep green						
抢	rob	搶		2456	36	Qiǎng			1412	qiang1/qiang3	against wind, fight over/to rush/to scramble/to grab/to rob/to snatch						
诡	deceitful	詭		2457	36	Guǐ			2578	gui3	sly/crafty						
跪	kneel	跪		2458	36	Guì			2128	gui4	kneel						
舆	popular	輿		2459	36	Yú			2341	yu2	carriage/sedan chair/world						
酒	Liquor		10	1128	37	jiǔ	If you're fond of hard liquor, you'll drink from the whisky bottle like it's full of water	0,022774204	797	jiu3	wine/liquor/spirits						
配	Distribute		10	1129	37	pèi	To distribute whisky bottles during Prohibition you would have to be as sneaky as a snake. It's much easier to keep all the whisky for yourself!	0,025787578	738	pei4	to join/to fit/to mate/to mix/to match/to deserve/to make up (a prescription)						
酋	Chieftain		9	1130	37	qiú	Moose whisky! Made from pressed moose antlers - so rare, expensive and strong that only the chieftain is allowed to drink it.	0,000588101	3403	qiu2	tribal chief						
尊	Venerate		12	1131	37	zūn	You venerate your chieftain so much that you stick to him like glue - even sleeping outside his tent and following him to the toilet after he's drunk too much moose whisky...	0,012744955	1134	zun1	to honor						
遵	Abide by		16	1132	37	zūn	Abiding by the traffic laws is a form of veneration of the spirit of the road you are travelling on. Noone can escape from the laws - no matter how venerated they are.	0,006167831	1593	zun1	to observe/to obey/to follow						
豆	Beans		7	1133	37	dòu		0,004743571	1793	dou4	bean/peas, bean/sacrificial vessel						
短	Short		12	1134	37	duǎn	Like ping-pong, this is a game where you throw darts over a table at your opponent. Since serves are rarely returned, games tend to be short, and being short is an advantage because that means there is less surface area for the opponent to target.	0,019552049	889	duan3	lack/short						
厨	Kitchen		12	1135	37	chú	Umm.. what happened to the kitchen? It fell off a cliff?? Wow, yes - I can see the table at the bottom of the cliff. What are we going to do now? Fetch it up and glue it back together again, I suppose...	0,003065569	2132	chu2	kitchen						
鼓	Drum		13	1136	37	gǔ	A branch suitable for use as a drumstick on the drum	0,012927897	1123	gu3	convex/drum/to rouse/to beat						
喜	Joyful		12	1137	37	xǐ	"This is a joyful ""songs of praise"" style event. The church is filled with the sound of many mouths and a strong drum beat."	0,030205574	668	xi3	to be fond of/to like/to enjoy/to be happy/to feel pleased/happiness/delight/glad						
血	Blood		6	1138	37	{xiě,xuè}	A dish full of drops of blood	0,030978168	658	xie3/xue4	blood, blood						
盖	Lid		11	1139	37	{gài,gě,hé}	This is a slow-cooking sheep stew. It will make a delicious dish, but you need to keep the lid on while cooking to keep the flavour in.	0,014630187	1052	gai4/ge3	lid/top/cover/canopy/to build, (surname)						
温	Temperature		12	1140	37	{wēn,yùn}	A nice demonstration of the effects of radiant energy on temperature is to fill a dish full of water and leave it outside. The sun will cause its temperature to rise and hence all the water will evaporate from the dish, towards the sun!	0,020315857	867	wen1	(luke)warm/to review						
监	Supervise		10	1141	37	{jiān,jiàn}	This character depicts a tubby guard supervising a large facility from afar using his hidden CCTV cameras. He is reclining in his chair like a great drop of fat, dish of junk food in one hand. If he spots intruders he's meant to use his fencing foil to take them out, but let's face it - he's not going to be able to do much good.	0,021230567	838	jian1/jian4	hard/strong/solid/firm/to supervise/to inspect/jail/prison, supervisor						
篮	Basket		16	1142	37	lán	This is a lovely flower arrangements given by the Chinese ambassador to the US one. However, nestled within the bamboo basket is a hidden camera and microphone!	0,002320365	2357	lan2	basket/goal						
蓝	Blue		16	1143	37	{lán,la}	The Chinese just don't give up - the same flower basket also has a hidden camera hidden in the blue orchids. One in the bamboo basket and and one in the blue flowers - shameless!	0,011595108	1190	la/lan2	kohlrabi, blue						
银	Silver		11	1144	37	yín	Silver is a... silver metal! Wow!	0,024782431	757	yin2	silver						
跟	Heel		13	1145	37	gēn	This flashy pirate has made the heel of their wooden leg out of silver, ensuring increased durability. Will anyone else follow this trend?	0,039253965	541	gen1	to follow/to go with/heel/with/and						
很	Very		9	1146	37	hěn	There's a queue of people very anxious to withdraw their silver from the bank before it goes bankrupt...	0,146897208	138	hen3	very/extremely						
根	Root		10	1147	37	gēn	Exposed-root silver birch trees are a common sight in Finland	0,062416275	352	gen1	radical (chem.)/root/basis						
即	Immediately		7	1148	37	jí	If you want your letter to be delievered immediately, you need to pay more and get a silver stamp	0,075687834	293	ji2	namely/right away/to approach/to draw near						
退	Retreat		10	1149	37	tuì	There is a huge army of silver-clad warriors advancing down the road! You had better retreat!	0,026496607	723	tui4	retreat/to decline/to move back/to withdraw						
腿	Leg		14	1150	37	tuǐ	The leg is the part of your body that lets you retreat in good time - if you like, you have it away on your thighs	0,009048391	1351	tui3	leg						
限	Limit		9	1151	37	{xiàn,wěn}	He was pushed to his limit during the final leg of the marathon, where you have to reach the top of the acropolis. Unfortunately, it was too much for him, and he had to settle for a silver medal.	0,034117121	613	xian4	limit/bound						
眼	Eyelet		11	1152	37	{yǎn,wěn}	The eyelet of a needle is presumably the hole where an eyeball should go, and is made from silvery steel	0,078592167	281	yan3	eye						
良	High-quality		7	1153	37	{liáng,liǎng}	If something contains even a drop of silver it must be very high quality - silver is just that expensive!	0,021274494	835	liang2	good/very/very much						
浪	Breakers		10	1154	37	{làng,láng}	The breakers and the spray they kick up form a kind of silvery halo of drops around the water of the ocean	0,011699499	1186	lang4	wave/breaker/unrestrained/dissipated						
娘	Mom		10	1155	37	niáng	Your mum must have been a saint (had a halo) to endure your nonsense all these years!	0,019779434	881	niang2	mother/young lady, mother/troubled						
食	Food		9	1156	37	{shí,sì,yì}	You are enjoying your high quality food under an umbrella in the Italian sun - heaven! In fact, you swear you saw someone with a halo walk by...	0,030030384	671	shi2/si4	animal feed/eat/food, to feed						
饭	Meal		7	1157	37	fàn	At mealtimes you eat your food against the backdrop of an TV episode or some other entertainment. Mealtimes are the only things that will drag you out of contemplation of that idea that has been eating you up!	0,018126755	935	fan4	food/cuisine/cooked rice/meal						
餐	Dine		16	1158	37	{cān,sùn}	You go to dine at a restaurant in the evening. The chef waves the magic wand in his right hand, and delicious food springs into being! Amazing!	0,007566251	1465	can1	eat/meal						
馆	Bldg.		11	1159	37	guǎn	This building is like all other government buildings: they house bueraucrats that sit around eating expensively on the taxpayer's dollar	0,015795021	1011	guan3	house/establishment						
既	Since		9	1160	37	{jì,xì}	Since the new waitress was found to be stealing the silverware we'll have to get a replacement	0,026463533	724	ji4	already/since/both... (and...)						
概	Approximate		13	1161	37	{gài,guì,jié}	"Since the waitress has confessed to stealing the silverware, we're going to try and get it back. Unfortunately, the idiot waitress can only remember the approximate location - ""somewhere near that tree"". Not much help!"	0,022997455	791	gai4	general/approximate						
酌	pour wine	酌		2460	37	Zhuó			2984	zhuo2	consider/pour wine						
酬	reward	酬		2461	37	Chóu			2005	chou2	entertain/repay/return/reward/compensate						
酷	brutal	酷		2462	37	Kù			1867	ku4	ruthless/strong (as of wine)/(slang loan from English) cool, great						
